client_id,Delinquent90
75000,0.043333333333333335
75001,0.62
75002,0.0
75003,0.12666666666666668
75004,0.0
75005,0.016666666666666666
75006,0.006666666666666667
75007,0.006666666666666667
75008,0.02
75009,0.06333333333333334
75010,0.15333333333333332
75011,0.016666666666666666
75012,0.09333333333333334
75013,0.023333333333333334
75014,0.44666666666666666
75015,0.34
75016,0.13333333333333333
75017,0.07666666666666666
75018,0.0
75019,0.12
75020,0.02
75021,0.11666666666666667
75022,0.11666666666666667
75023,0.0
75024,0.05
75025,0.20333333333333334
75026,0.01
75027,0.0
75028,0.03333333333333333
75029,0.0
75030,0.02
75031,0.0
75032,0.03
75033,0.06
75034,0.0
75035,0.0
75036,0.0
75037,0.006666666666666667
75038,0.0033333333333333335
75039,0.06666666666666667
75040,0.0033333333333333335
75041,0.013333333333333334
75042,0.0033333333333333335
75043,0.0033333333333333335
75044,0.0
75045,0.13
75046,0.006666666666666667
75047,0.013333333333333334
75048,0.20666666666666667
75049,0.19666666666666666
75050,0.0
75051,0.0
75052,0.24333333333333335
75053,0.006666666666666667
75054,0.02
75055,0.02
75056,0.016666666666666666
75057,0.07666666666666666
75058,0.006666666666666667
75059,0.08
75060,0.16
75061,0.0
75062,0.09333333333333334
75063,0.0
75064,0.08666666666666667
75065,0.023333333333333334
75066,0.03333333333333333
75067,0.016666666666666666
75068,0.03333333333333333
75069,0.0033333333333333335
75070,0.016666666666666666
75071,0.09
75072,0.04666666666666667
75073,0.023333333333333334
75074,0.08666666666666667
75075,0.03
75076,0.006666666666666667
75077,0.05333333333333334
75078,0.13333333333333333
75079,0.006666666666666667
75080,0.01
75081,0.22333333333333333
75082,0.006666666666666667
75083,0.016666666666666666
75084,0.0033333333333333335
75085,0.0033333333333333335
75086,0.03666666666666667
75087,0.02666666666666667
75088,0.0
75089,0.01
75090,0.0033333333333333335
75091,0.03333333333333333
75092,0.17333333333333334
75093,0.0033333333333333335
75094,0.0033333333333333335
75095,0.03
75096,0.0
75097,0.016666666666666666
75098,0.03
75099,0.09
75100,0.07666666666666666
75101,0.006666666666666667
75102,0.006666666666666667
75103,0.01
75104,0.19
75105,0.13
75106,0.016666666666666666
75107,0.05
75108,0.0033333333333333335
75109,0.013333333333333334
75110,0.0
75111,0.07666666666666666
75112,0.0
75113,0.0
75114,0.0
75115,0.023333333333333334
75116,0.01
75117,0.0
75118,0.01
75119,0.35
75120,0.01
75121,0.12333333333333334
75122,0.0
75123,0.23666666666666666
75124,0.0
75125,0.0
75126,0.0
75127,0.013333333333333334
75128,0.20333333333333334
75129,0.06
75130,0.13
75131,0.04
75132,0.35333333333333333
75133,0.006666666666666667
75134,0.27
75135,0.056666666666666664
75136,0.21666666666666667
75137,0.0033333333333333335
75138,0.0
75139,0.06666666666666667
75140,0.0033333333333333335
75141,0.01
75142,0.06333333333333334
75143,0.0033333333333333335
75144,0.09333333333333334
75145,0.44666666666666666
75146,0.12666666666666668
75147,0.0
75148,0.1
75149,0.02666666666666667
75150,0.3466666666666667
75151,0.013333333333333334
75152,0.10333333333333333
75153,0.03
75154,0.0
75155,0.013333333333333334
75156,0.0033333333333333335
75157,0.0
75158,0.006666666666666667
75159,0.016666666666666666
75160,0.05333333333333334
75161,0.023333333333333334
75162,0.22
75163,0.02
75164,0.013333333333333334
75165,0.0
75166,0.09
75167,0.11333333333333333
75168,0.013333333333333334
75169,0.03333333333333333
75170,0.14666666666666667
75171,0.02
75172,0.04
75173,0.006666666666666667
75174,0.01
75175,0.006666666666666667
75176,0.02666666666666667
75177,0.0033333333333333335
75178,0.0
75179,0.056666666666666664
75180,0.006666666666666667
75181,0.08
75182,0.07
75183,0.0033333333333333335
75184,0.38666666666666666
75185,0.056666666666666664
75186,0.05333333333333334
75187,0.0
75188,0.04
75189,0.0
75190,0.09666666666666666
75191,0.04
75192,0.05333333333333334
75193,0.0033333333333333335
75194,0.37333333333333335
75195,0.006666666666666667
75196,0.08
75197,0.07666666666666666
75198,0.23333333333333334
75199,0.02
75200,0.02
75201,0.3566666666666667
75202,0.12
75203,0.0033333333333333335
75204,0.04666666666666667
75205,0.023333333333333334
75206,0.013333333333333334
75207,0.19666666666666666
75208,0.016666666666666666
75209,0.03666666666666667
75210,0.013333333333333334
75211,0.08
75212,0.15
75213,0.056666666666666664
75214,0.16333333333333333
75215,0.013333333333333334
75216,0.02
75217,0.21333333333333335
75218,0.04666666666666667
75219,0.056666666666666664
75220,0.02666666666666667
75221,0.043333333333333335
75222,0.013333333333333334
75223,0.023333333333333334
75224,0.06
75225,0.013333333333333334
75226,0.0
75227,0.0033333333333333335
75228,0.043333333333333335
75229,0.13
75230,0.07333333333333333
75231,0.016666666666666666
75232,0.14333333333333334
75233,0.0
75234,0.04666666666666667
75235,0.0033333333333333335
75236,0.03333333333333333
75237,0.12666666666666668
75238,0.06333333333333334
75239,0.0033333333333333335
75240,0.0
75241,0.01
75242,0.2866666666666667
75243,0.006666666666666667
75244,0.006666666666666667
75245,0.23333333333333334
75246,0.006666666666666667
75247,0.01
75248,0.02666666666666667
75249,0.006666666666666667
75250,0.10333333333333333
75251,0.0033333333333333335
75252,0.056666666666666664
75253,0.0033333333333333335
75254,0.043333333333333335
75255,0.0
75256,0.013333333333333334
75257,0.14333333333333334
75258,0.03
75259,0.17
75260,0.09
75261,0.05
75262,0.03666666666666667
75263,0.0
75264,0.013333333333333334
75265,0.013333333333333334
75266,0.0033333333333333335
75267,0.006666666666666667
75268,0.0033333333333333335
75269,0.0
75270,0.03666666666666667
75271,0.03666666666666667
75272,0.25
75273,0.0
75274,0.12
75275,0.013333333333333334
75276,0.06666666666666667
75277,0.0
75278,0.08
75279,0.006666666666666667
75280,0.01
75281,0.056666666666666664
75282,0.0033333333333333335
75283,0.013333333333333334
75284,0.0033333333333333335
75285,0.013333333333333334
75286,0.006666666666666667
75287,0.08333333333333333
75288,0.06333333333333334
75289,0.006666666666666667
75290,0.01
75291,0.0033333333333333335
75292,0.03333333333333333
75293,0.2833333333333333
75294,0.05333333333333334
75295,0.03333333333333333
75296,0.0
75297,0.0033333333333333335
75298,0.0
75299,0.016666666666666666
75300,0.10333333333333333
75301,0.4533333333333333
75302,0.03666666666666667
75303,0.0
75304,0.25666666666666665
75305,0.0
75306,0.0033333333333333335
75307,0.02
75308,0.0
75309,0.04
75310,0.006666666666666667
75311,0.09666666666666666
75312,0.0
75313,0.16666666666666666
75314,0.0
75315,0.0
75316,0.03666666666666667
75317,0.02666666666666667
75318,0.16
75319,0.023333333333333334
75320,0.22
75321,0.006666666666666667
75322,0.013333333333333334
75323,0.05
75324,0.0
75325,0.32
75326,0.03
75327,0.24
75328,0.05
75329,0.043333333333333335
75330,0.02
75331,0.01
75332,0.006666666666666667
75333,0.16
75334,0.006666666666666667
75335,0.13333333333333333
75336,0.01
75337,0.19
75338,0.0
75339,0.05333333333333334
75340,0.013333333333333334
75341,0.0033333333333333335
75342,0.0
75343,0.07
75344,0.08
75345,0.013333333333333334
75346,0.09
75347,0.05333333333333334
75348,0.013333333333333334
75349,0.03333333333333333
75350,0.006666666666666667
75351,0.0
75352,0.05
75353,0.0
75354,0.35333333333333333
75355,0.0
75356,0.22333333333333333
75357,0.1
75358,0.0
75359,0.02
75360,0.01
75361,0.33666666666666667
75362,0.03333333333333333
75363,0.0
75364,0.03333333333333333
75365,0.01
75366,0.0
75367,0.0
75368,0.006666666666666667
75369,0.27
75370,0.006666666666666667
75371,0.013333333333333334
75372,0.013333333333333334
75373,0.25333333333333335
75374,0.03666666666666667
75375,0.006666666666666667
75376,0.0
75377,0.04666666666666667
75378,0.013333333333333334
75379,0.04
75380,0.0
75381,0.02666666666666667
75382,0.16
75383,0.15
75384,0.023333333333333334
75385,0.07333333333333333
75386,0.056666666666666664
75387,0.12666666666666668
75388,0.0
75389,0.056666666666666664
75390,0.0
75391,0.03666666666666667
75392,0.0
75393,0.04666666666666667
75394,0.01
75395,0.09
75396,0.19
75397,0.0
75398,0.0
75399,0.016666666666666666
75400,0.59
75401,0.0
75402,0.01
75403,0.03333333333333333
75404,0.24333333333333335
75405,0.18
75406,0.02
75407,0.07666666666666666
75408,0.03333333333333333
75409,0.013333333333333334
75410,0.18333333333333332
75411,0.07666666666666666
75412,0.01
75413,0.006666666666666667
75414,0.08
75415,0.11666666666666667
75416,0.013333333333333334
75417,0.08
75418,0.11333333333333333
75419,0.016666666666666666
75420,0.07666666666666666
75421,0.0
75422,0.0033333333333333335
75423,0.08333333333333333
75424,0.013333333333333334
75425,0.06
75426,0.02666666666666667
75427,0.37
75428,0.0
75429,0.0033333333333333335
75430,0.11
75431,0.04
75432,0.006666666666666667
75433,0.0033333333333333335
75434,0.12666666666666668
75435,0.0033333333333333335
75436,0.016666666666666666
75437,0.0
75438,0.10333333333333333
75439,0.0
75440,0.01
75441,0.0033333333333333335
75442,0.006666666666666667
75443,0.06333333333333334
75444,0.02
75445,0.05333333333333334
75446,0.02
75447,0.67
75448,0.0
75449,0.11333333333333333
75450,0.09666666666666666
75451,0.0033333333333333335
75452,0.02
75453,0.0
75454,0.03
75455,0.016666666666666666
75456,0.13666666666666666
75457,0.12666666666666668
75458,0.02666666666666667
75459,0.02
75460,0.013333333333333334
75461,0.03
75462,0.02
75463,0.02666666666666667
75464,0.52
75465,0.0
75466,0.4066666666666667
75467,0.023333333333333334
75468,0.0033333333333333335
75469,0.09
75470,0.0033333333333333335
75471,0.02666666666666667
75472,0.013333333333333334
75473,0.07333333333333333
75474,0.0
75475,0.0033333333333333335
75476,0.02
75477,0.006666666666666667
75478,0.016666666666666666
75479,0.06666666666666667
75480,0.3233333333333333
75481,0.0033333333333333335
75482,0.006666666666666667
75483,0.0
75484,0.11
75485,0.07333333333333333
75486,0.03666666666666667
75487,0.01
75488,0.06
75489,0.43333333333333335
75490,0.01
75491,0.0
75492,0.0033333333333333335
75493,0.03666666666666667
75494,0.11333333333333333
75495,0.0
75496,0.023333333333333334
75497,0.02
75498,0.05333333333333334
75499,0.016666666666666666
75500,0.14666666666666667
75501,0.03
75502,0.04666666666666667
75503,0.02
75504,0.10333333333333333
75505,0.0
75506,0.01
75507,0.0033333333333333335
75508,0.0033333333333333335
75509,0.13333333333333333
75510,0.27666666666666667
75511,0.31
75512,0.08333333333333333
75513,0.03666666666666667
75514,0.013333333333333334
75515,0.07
75516,0.04
75517,0.02666666666666667
75518,0.013333333333333334
75519,0.0
75520,0.37
75521,0.01
75522,0.21666666666666667
75523,0.0
75524,0.0
75525,0.11666666666666667
75526,0.20666666666666667
75527,0.02666666666666667
75528,0.08666666666666667
75529,0.02
75530,0.03333333333333333
75531,0.0
75532,0.07333333333333333
75533,0.18
75534,0.08333333333333333
75535,0.11333333333333333
75536,0.04
75537,0.0033333333333333335
75538,0.023333333333333334
75539,0.5333333333333333
75540,0.0
75541,0.04666666666666667
75542,0.45666666666666667
75543,0.39
75544,0.0
75545,0.20666666666666667
75546,0.08333333333333333
75547,0.0
75548,0.0
75549,0.01
75550,0.30666666666666664
75551,0.0
75552,0.07
75553,0.39
75554,0.16666666666666666
75555,0.006666666666666667
75556,0.12
75557,0.0
75558,0.016666666666666666
75559,0.006666666666666667
75560,0.0033333333333333335
75561,0.02666666666666667
75562,0.2833333333333333
75563,0.03
75564,0.01
75565,0.006666666666666667
75566,0.006666666666666667
75567,0.26
75568,0.0
75569,0.27666666666666667
75570,0.006666666666666667
75571,0.0033333333333333335
75572,0.03666666666666667
75573,0.016666666666666666
75574,0.12666666666666668
75575,0.0
75576,0.13666666666666666
75577,0.03
75578,0.043333333333333335
75579,0.023333333333333334
75580,0.0
75581,0.016666666666666666
75582,0.043333333333333335
75583,0.37666666666666665
75584,0.0033333333333333335
75585,0.0
75586,0.0033333333333333335
75587,0.03666666666666667
75588,0.0033333333333333335
